Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years)
Advanced Economies,Belgium,1920,F,81.107009888,1.306322455,0.093422227,42.646484375,54.379516602,27.787300110,2.708379030,0.569139004,0.266623616,0.197239667,2.767104864,2.643504620,0.114322960,0.009277183,1.318784475,1.787267923,2569,53.59
Advanced Economies,Belgium,1925,F,82.820449829,1.960171580,0.128617004,35.563861847,59.823913574,31.514013290,4.242725372,0.933183610,0.369886190,0.262941778,3.207021475,3.016894579,0.177470446,0.012656390,1.378095031,1.960832596,2697.466796875,57.09
Advanced Economies,Belgium,1930,F,84.533889771,2.920838118,0.176686198,28.211147308,62.329891205,33.874454498,8.668622971,1.952364087,0.790364027,0.557342768,3.846675158,3.453669786,0.366051435,0.026953945,1.469125748,2.318848610,2824,57.099998
Advanced Economies,Belgium,1935,F,86.247329712,4.317736626,0.253434002,21.209110260,66.021339417,37.049362183,11.738613129,2.688470602,1.030942440,0.687354982,4.387329578,3.858294487,0.494669050,0.034366012,1.550741076,2.545780182,2935.272460938,59.93
Advanced Economies,Belgium,1940,F,87.960769653,6.321611881,0.345674157,14.239087105,69.214622498,39.973526001,15.250388145,3.568756342,1.295902848,0.858613312,4.953840733,4.268421173,0.642328501,0.043090660,1.641128421,2.785212517,2863.5,55.939999
Advanced Economies,Belgium,1945,F,89.674217224,9.144728661,0.716061711,6.998871803,69.477142334,41.841201782,21.539731979,5.220264435,1.984251499,1.439847946,5.741326332,4.750989437,0.921854973,0.068482116,1.775589824,3.182825804,1347,58.349998
Advanced Economies,Belgium,1950,F,91.387657166,22.149347305,0.553755701,2.531757593,68.366157532,55.114788055,26.743551254,6.571949959,2.358533382,1.715370893,6.673007965,5.450553417,1.140977025,0.081477985,1.948969603,3.532124758,2968,66.961
Advanced Economies,Belgium,1955,F,87.246299744,31.328069687,2.696877956,2.152276039,65.576873779,58.166881561,29.481851578,7.281154633,2.788998127,2.068946838,7.015952587,5.648563862,1.270230055,0.097158827,2.016967773,3.707204819,2985,68.759
Advanced Economies,Belgium,1960,F,100,62,4.840000153,1.779722333,62.756729126,54.425785065,32.160812378,8.418546677,3.254065037,2.464207649,7.167357922,5.640367985,1.412624717,0.114365481,2.047738075,3.859589577,2977,69.973
Advanced Economies,Belgium,1965,F,100,66,9.970000267,1.214588642,59.792598724,46.862998962,34.855773926,9.264698029,4.137040615,3.287243128,7.259559155,5.539236546,1.571836591,0.148485646,2.066705704,4.011362076,3018,70.507
Advanced Economies,Belgium,1970,F,97.834495544,72.653060913,13,1.225656629,54.351543427,43.589130402,38.786766052,13.468030930,5.659089088,4.549468517,7.716332436,5.604971886,1.907189250,0.204171151,2.163296461,4.417755127,3053,71.046
Advanced Economies,Belgium,1975,F,97.461677551,75.377548218,18.100000381,2.434066772,44.988964081,33.830165863,43.935268402,15.248516083,8.641699791,6.898071289,8.124003410,5.519191742,2.294015408,0.310795397,2.253310204,4.760976791,3125,72.039
Advanced Economies,Belgium,1980,F,98,80.826530457,23.200000763,3.490640163,35.841236115,27.309198380,48.646099091,19.174661636,12.022024155,8.988378525,8.710752487,5.534600735,2.755944252,0.420208126,2.389478683,5.149341106,3223,73.268
Advanced Economies,Belgium,1985,F,95,89,30,4.206085205,28.438428879,21.105531693,51.655948639,22.512142181,15.699538231,11.052347183,9.229701042,5.527647972,3.167015076,0.535037637,2.516754389,5.440822124,3311,74.598
Advanced Economies,Belgium,1990,F,97,88,39.599998474,4.237675190,21.400012970,15.888707161,54.320346832,26.140522003,20.041969299,13.332126617,9.864226341,5.580400467,3.616344213,0.667481959,2.681624174,5.713471413,3314,75.862
Advanced Economies,Belgium,1995,F,85.680000305,86.069999695,54.799999237,3.924657106,15.903698921,11.637563705,55.627964020,33.106544495,24.543678284,15.464748383,10.571360588,5.636536598,4.134655952,0.800168514,2.878116369,5.872436047,3327,76.907
Advanced Economies,Belgium,2000,F,97.074279785,100,61,3.332964420,10.868377686,7.685547352,58.746044159,32.795654297,27.052610397,16.189266205,10.938782692,5.704537392,4.369407654,0.864837348,2.985831499,6.008833885,3347,77.867
Advanced Economies,Belgium,2005,F,97.981086731,100,68,4.461818218,10.050641060,6.908407211,56.070140839,35.611034393,29.417398453,17.881097794,11.099473000,5.638023376,4.515479088,0.945969939,3.034198523,5.947078705,3377,78.975
Advanced Economies,Belgium,2010,F,100,98.420288086,75,4.243765831,8.834980965,5.858373165,54.292407990,35.335498810,32.628849030,20.106348038,11.307571411,5.656075954,4.596792221,1.054703712,3.098001242,5.969580650,3423,80.072
Advanced Economies,Belgium,1845,M,99.989997864,0.010000000,0.491071373,,,,,,,,,,,,,,,41.02
Advanced Economies,Belgium,1850,M,99.989997864,1.471373558,0.509341836,,,,,,,,,,,,,,,42.27
Advanced Economies,Belgium,1855,M,99.989997864,2.096438885,0.588070929,,,,,,,,,,,,,,,37.419998
Advanced Economies,Belgium,1860,M,99.989997864,2.383932590,0.677119374,,,,,,,,,,,,,,,45.07
Advanced Economies,Belgium,1865,M,99.989997864,3.299248934,0.663946390,,,,,,,,,,,,,,,37.689999
Advanced Economies,Belgium,1870,M,99.989997864,3.424383879,0.689007699,8.329331398,89.440040588,39.993537903,1.835655570,0.401687354,0.659578979,0.253611475,4.157680511,4.032721519,0.106695026,0.018263778,1.515534282,2.063731670,1563.022827148,40.900002
Advanced Economies,Belgium,1875,M,99.989997864,3.817987680,0.824839592,28.741872787,68.909027100,29.161180496,1.801876903,0.398248553,0.770289719,0.292152971,3.229906082,3.096436262,0.112221152,0.021248816,1.381252408,1.948526263,1603.432861328,42.130001
Advanced Economies,Belgium,1880,M,45.440132141,4.528243542,1.107115984,28.126155853,68.743049622,28.406322479,2.362319231,0.549470484,0.932120025,0.368070066,3.281432152,3.112147570,0.143280894,0.026003711,1.388387799,2.021286488,1660,42.439999
Advanced Economies,Belgium,1885,M,88.613983154,4.533151627,1.265260577,27.448135376,69.061012268,27.863126755,2.474594116,0.611364424,1.117133379,0.432616144,3.313829660,3.123227835,0.159606770,0.030995034,1.392893076,2.073846579,1772.637695313,45.43
Advanced Economies,Belgium,1890,M,65.214775085,4.077097416,1.150560260,27.385774612,67.438552856,26.951948166,3.969466448,0.948877513,1.250064850,0.431868076,3.401079893,3.144886971,0.222554207,0.033638716,1.405099273,2.162567377,1847,44.09
Advanced Economies,Belgium,1895,M,74.742958069,4.072404385,0.953206599,27.096029282,68.062934875,26.963871002,3.518198729,0.847192466,1.320834041,0.385575503,3.385485888,3.141145945,0.210211784,0.034128211,1.402909875,2.154178381,1974.958496094,45.43
Advanced Economies,Belgium,1900,M,74.386962891,4.080961227,0.967510879,26.602924347,69.322860718,27.516725540,2.701429605,0.638453186,1.371267676,0.378216058,3.367011547,3.149549246,0.182472542,0.034989681,1.400320530,2.128643751,2079,46.52
Advanced Economies,Belgium,1905,M,77.903907776,3.961641550,1.091990590,25.818948746,67.809143066,27.100070953,4.931562901,1.274170280,1.433055520,0.397556365,3.537921429,3.229153872,0.272155344,0.036612161,1.424459100,2.256214380,2233.353759766,49.919998
Advanced Economies,Belgium,1910,M,77.698341370,3.958573818,1.316103220,10.947910309,82.396804810,33.258934021,5.098120213,1.335662842,1.553158641,0.463384777,4.195282936,3.868748903,0.286203027,0.040330831,1.521243811,2.392851830,2319,51.310001
Advanced Economies,Belgium,1920,M,99.989997864,5.033645630,1.407898784,16.056224823,75.169448853,33.312717438,6.878464699,1.814060926,1.894829273,0.581198573,4.204848766,3.780862570,0.374465525,0.049520638,1.522699714,2.510086060,2497,53.59
Advanced Economies,Belgium,1925,M,73.380363464,4.467026711,1.335202336,16.904848099,72.775642395,33.610931396,8.284893036,2.210485458,2.034214020,0.719299555,4.302727699,3.810743570,0.436914176,0.055070117,1.537676930,2.595432997,2644.337158203,57.09
Advanced Economies,Belgium,1930,M,91.124237061,3.951078176,1.550762653,15.223369598,69.904632568,33.729881287,12.427445412,3.330888510,2.444524288,1.073454976,4.691134453,4.001353741,0.619421422,0.070359610,1.598576307,2.837365389,2792,57.099998
Advanced Economies,Belgium,1935,M,99.989997864,6.186037540,1.525863886,14.991248131,67.291831970,33.679489136,14.942636490,4.036008835,2.774282694,1.415168643,4.911759853,4.092154503,0.735816300,0.083788939,1.634236932,2.985865831,2902.163085938,59.93
Advanced Economies,Belgium,1940,M,89.428291321,5.222351074,2.094335556,10.389628410,68.318000793,35.677333832,18.031311035,4.982510567,3.261078835,1.899352908,5.386692047,4.397403717,0.886079431,0.103208624,1.713724732,3.211513758,2831.999511719,55.939999
Advanced Economies,Belgium,1945,M,99.989997864,9.144728661,4.715088367,5.275153637,67.080810547,37.881553650,23.112892151,6.676625252,4.531144142,3.296197414,6.129614353,4.807513237,1.165554166,0.156546980,1.845889807,3.614151478,1334,58.349998
Advanced Economies,Belgium,1950,M,92.569564819,30.124853134,2.824360609,2.938372612,63.136817932,50.626724243,29.165983200,8.435821533,4.758822441,4.005498409,7.037264347,5.448394299,1.413583398,0.175286338,2.021270752,3.961737156,2911,66.961
Advanced Economies,Belgium,1955,M,75.532775879,39.720577240,4.137461185,2.344743967,60.791339874,51.957244873,31.557323456,9.268902779,5.306589127,4.460085869,7.332807541,5.594292164,1.543182254,0.195333391,2.081899643,4.120956421,2928,68.759
Advanced Economies,Belgium,1960,M,99.989997864,63.972824097,13.106540680,1.784221768,56.436901093,47.031463623,34.989265442,10.611432076,6.821434975,5.694606781,7.640320778,5.612692833,1.777307034,0.250320822,2.146915436,4.368566036,2928,69.973
Advanced Economies,Belgium,1965,M,99.989997864,67.959922791,19.488302231,1.093204498,53.631881714,43.508804321,37.369167328,11.265037537,7.916418076,6.634459496,7.856384754,5.631355762,1.934011102,0.291017503,2.193807125,4.522524357,2990,70.507
Advanced Economies,Belgium,1970,M,94.185653687,74.128913879,21.817132950,1.216255903,48.411640167,40.040508270,40.702339172,14.256221771,9.644114494,8.015361786,8.254944801,5.674351692,2.227403641,0.353189647,2.283009291,4.815995693,3033,71.046
Advanced Economies,Belgium,1975,M,95.578933716,76.840217590,27.100069046,2.508447647,39.466758728,30.624980927,45.308807373,16.295005798,12.715986252,10.441297531,8.658458710,5.584239960,2.611073494,0.463145643,2.377015829,5.119215488,3135,72.039
Advanced Economies,Belgium,1980,M,96.046913147,78.718856812,29.271068573,3.716412544,31.084037781,24.376466751,49.597267151,19.797639847,15.602287292,12.493865013,9.155695915,5.575788498,3.017984629,0.561923206,2.498197794,5.412269115,3244,73.268
Advanced Economies,Belgium,1985,M,93.045806885,85.084259033,34.312896729,4.221773148,24.794864655,18.884845734,52.502574921,22.884082794,18.480787277,14.480657578,9.599068642,5.569393158,3.370446920,0.659229040,2.611453295,5.632540703,3331,74.598
Advanced Economies,Belgium,1990,M,95.046875,86.042762756,40.776416779,4.215475082,18.718153000,14.185070038,55.508850098,26.575183868,21.557523727,16.540897369,10.129019737,5.611079216,3.755972385,0.761968434,2.753580332,5.838571072,3360,75.862
Advanced Economies,Belgium,1995,M,87.319458008,80.483444214,54.014125824,3.747957706,14.539840698,10.867815971,57.445049286,33.706920624,24.267152786,18.250534058,10.705903053,5.664961815,4.190587997,0.850353658,2.917100906,5.943061352,3377,76.907
Advanced Economies,Belgium,2000,M,97.315124512,99.989997864,55.078548431,3.026273251,10.294272423,7.410954475,61.778118134,33.961139679,24.901336670,18.464336395,10.965495110,5.731924057,4.366257668,0.867313266,2.993818045,6.052383900,3418,77.867
Advanced Economies,Belgium,2005,M,97.669845581,99.989997864,56.117237091,3.969838858,9.384131432,6.576224804,60.123031616,37.239292145,26.522994995,19.609046936,11.112462997,5.677572250,4.512249470,0.922640979,3.038142443,5.998970985,3461,78.975
Advanced Economies,Belgium,2010,M,99.989997864,95.396514893,61.087303162,3.653304100,8.620150566,5.868302345,59.083396912,37.726703644,28.643146515,21.066431046,11.265497208,5.698246002,4.573059559,0.994191468,3.084994078,6.006576538,3514,80.072
Advanced Economies,Belgium,1845,MF,58.994171143,0,0.247524738,,,,,,,,,,,,,,,41.02
Advanced Economies,Belgium,1850,MF,68.355819702,0.746109009,0.257989407,,,,,,,,,,,,,,,42.27
Advanced Economies,Belgium,1855,MF,73.109939575,1.067567468,0.300056845,,,,,,,,,,,,,,,37.419998
Advanced Economies,Belgium,1860,MF,69.849067688,1.203916311,0.342636764,,,,,,,,,,,,,,,45.07
Advanced Economies,Belgium,1865,MF,73.700134277,1.662614346,0.335542649,,,,,,,,,,,,,,,37.689999
Advanced Economies,Belgium,1870,MF,72.020462036,1.722951055,0.347143620,44.214996338,53.118438721,18.224880219,2.473286629,0.446322173,0.339727312,0.133598104,2.426518917,2.309080362,0.107971899,0.009466641,1.274624825,1.717763066,3115.854980469,40.900002
Advanced Economies,Belgium,1875,MF,76.321067810,1.924989939,0.415496707,47.212310791,48.904720306,17.255918503,3.601656675,0.698310137,0.392857313,0.153514996,2.387987852,2.224489927,0.152570441,0.010927375,1.269723058,1.781919599,3206.564697266,42.130001
Advanced Economies,Belgium,1880,MF,36.271755219,2.298119068,0.559637547,45.105304718,49.782341003,18.045780182,4.720633984,0.961366415,0.473642290,0.193513483,2.558721781,2.346500158,0.198878542,0.013342997,1.291587591,1.878038287,3316,42.439999
Advanced Economies,Belgium,1885,MF,59.407077789,2.319202662,0.642920136,43.773582458,50.759300232,18.954952240,4.951538086,1.067149043,0.566055000,0.229433864,2.652916908,2.422483206,0.214523926,0.015909806,1.303811193,1.930771589,3542.393554688,45.43
Advanced Economies,Belgium,1890,MF,60.236747742,2.113811731,0.589215040,45.033512115,49.162216187,18.859619141,5.194224358,1.162192225,0.633216143,0.234957099,2.636350393,2.390301466,0.228685468,0.017363466,1.301653028,1.956552982,3690,44.09
Advanced Economies,Belgium,1895,MF,68.404632568,2.134784698,0.490607709,44.122402191,50.761005402,20.105457306,4.447951317,1.010894299,0.668636024,0.218661204,2.654618502,2.432988882,0.203883529,0.017746022,1.304033160,1.940579891,3951.609863281,45.43
Advanced Economies,Belgium,1900,MF,74.242126465,2.170176983,0.498520136,42.487422943,53.918807983,22.143850327,2.901100397,0.658743441,0.692669809,0.221335232,2.664141655,2.497506142,0.148355514,0.018280065,1.305275559,1.886595249,4181,46.52
Advanced Economies,Belgium,1905,MF,75.857131958,2.176292658,0.566537678,40.105072021,56.628368378,24.100261688,2.538563967,0.583294451,0.727990687,0.240352511,2.774554491,2.617852449,0.137335211,0.019366769,1.319767356,1.899006009,4482.602539063,49.919998
Advanced Economies,Belgium,1910,MF,77.689262390,2.267911911,0.684492886,33.820220947,62.635242462,27.608806610,2.750967264,0.641773343,0.793570280,0.287747264,3.091016531,2.919993639,0.149396434,0.021626402,1.362200856,1.975528717,4662,51.310001
Advanced Economies,Belgium,1920,MF,93.265716553,3.169984102,0.744786441,29.540309906,64.626747131,30.781290054,4.763788223,1.130040765,1.069156051,0.467952192,3.483924150,3.212217808,0.240964234,0.030742165,1.416788101,2.178451061,5066,53.59
Advanced Economies,Belgium,1925,MF,78.073013306,3.219480753,0.732876003,26.327146530,66.235374451,32.740413666,6.243708134,1.518506408,1.193773508,0.550382376,3.754898310,3.415522099,0.304492831,0.034883313,1.455704331,2.301900625,5341.803710938,57.09
Advanced Economies,Belgium,1930,MF,87.857048035,3.440964699,0.872345567,21.754261017,66.095680237,33.918609619,10.537324905,2.596191406,1.612731457,0.845870495,4.269373417,3.729432106,0.490769356,0.049172081,1.532556653,2.590361834,5616,57.099998
Advanced Economies,Belgium,1935,MF,94.243324280,5.259745598,0.896035492,18.117813110,66.652984619,35.409896851,13.331538200,3.324042797,1.897668481,1.038222671,4.647884369,3.975638866,0.613527536,0.058717836,1.591677427,2.775030851,5837.435546875,59.93
Advanced Economies,Belgium,1940,MF,88.698822021,5.768085957,1.226035476,12.325001717,68.768783569,37.840755463,16.633157730,4.241755486,2.273056269,1.345249295,5.167656422,4.332659245,0.762630820,0.072366372,1.676596165,3.006825924,5695.5,55.939999
Advanced Economies,Belgium,1945,MF,100,9.144728661,2.731772900,6.141191959,68.284790039,39.833217621,22.322498322,5.925724506,3.251522779,2.309834003,5.931746483,4.777981281,1.042538047,0.111227117,1.809724569,3.407218933,2681,58.349998
Advanced Economies,Belgium,1950,MF,91.986633301,26.173837662,1.705470324,2.733093977,65.776840210,52.893508911,27.943023682,7.477785110,3.547041893,2.695856094,6.849819183,5.449514389,1.275446773,0.124857910,1.983735919,3.751520634,5879,66.961
Advanced Economies,Belgium,1955,MF,81.275970459,35.559894562,3.420819283,2.247582436,63.207176208,55.054958344,30.509584427,8.250288010,4.035658836,3.116842270,7.168563843,5.620578289,1.404935718,0.143050030,2.047985077,3.919174433,5913,68.759
Advanced Economies,Belgium,1960,MF,100,63,9,1.781953335,59.623035431,50.729248047,33.563304901,9.486375809,5.022948742,3.943791389,7.397945881,5.625744343,1.592867374,0.179334790,2.095504999,4.123304844,5905,69.973
